pm2.5,pm10,so2,no2,co,dewp,wspm,label
138.0,166.0,66.0,107.0,3100.0,-14.0,1.3,4.0
120.0,139.0,76.0,99.0,3100.0,-15.3,1.3,3.0
114.1,137.6,80.5,92.4,3100.0,-14.6,1.2,3.0
100.0,105.0,74.0,90.0,2400.0,-14.0,0.9,3.0
96.0,102.0,65.0,86.0,2300.0,-14.4,1.2,3.0
97.0,109.0,78.0,88.0,2300.0,-14.6,1.3,3.0
100.0,112.0,70.0,84.0,2200.0,-12.3,0.7,3.0
100.0,112.0,70.0,84.0,2200.0,-13.2,0.1,3.0
99.0,110.0,69.0,81.0,2200.0,-12.4,0.9,3.0
100.0,108.0,63.0,87.0,2000.0,-11.6,0.2,3.0
101.0,136.0,52.0,86.0,2300.0,-11.4,1.3,3.0
113.0,142.0,58.0,96.0,2500.0,-11.4,1.2,3.0
84.0,105.0,44.0,61.0,1700.0,-11.2,3.0,3.0
31.0,70.0,26.0,14.0,900.0,-12.0,2.2,1.0
17.0,76.0,16.0,9.0,700.0,-15.9,5.7,1.0
14.0,59.0,9.0,7.0,600.0,-16.6,5.3,1.0
12.0,74.0,7.0,7.0,600.0,-15.0,4.1,1.0
13.0,115.0,9.0,8.0,600.0,-15.3,3.8,1.0
16.0,145.0,6.0,8.0,600.0,-16.7,3.6,1.0
18.0,175.0,3.0,7.0,600.0,-15.2,5.3,2.0
13.0,83.0,4.0,7.0,600.0,-15.7,1.6,1.0
12.0,53.0,3.0,15.0,700.0,-15.2,3.1,1.0
10.0,45.0,4.0,19.0,500.0,-15.2,2.7,1.0
12.0,41.0,5.0,19.0,500.0,-15.7,4.9,1.0
6.0,44.0,4.0,16.0,500.0,-15.7,3.4,0.0
8.0,33.0,4.0,17.0,500.0,-15.2,1.9,0.0
7.0,32.0,3.0,31.0,600.0,-15.2,1.3,0.0
9.0,26.0,5.0,22.0,600.0,-15.2,0.8,0.0
14.0,31.0,10.0,51.0,600.0,-15.1,1.9,1.0
16.0,30.0,10.0,64.0,700.0,-14.8,0.9,1.0
10.0,27.0,12.0,70.0,800.0,-14.5,1.4,1.0
18.0,40.0,21.0,66.0,1200.0,-14.5,1.9,1.0
29.0,48.0,31.0,78.0,1500.0,-15.5,1.4,1.0
21.0,43.0,32.0,72.0,1300.0,-16.4,2.0,1.0
27.0,42.0,37.0,62.0,1200.0,-16.9,1.4,1.0
34.0,61.0,29.0,61.0,1400.0,-15.7,1.6,1.0
44.0,73.0,28.0,75.0,1800.0,-15.2,0.7,2.0
49.0,84.0,30.0,76.0,1700.0,-15.0,3.1,2.0
44.0,93.0,24.0,43.0,1500.0,-14.7,2.2,2.0
42.0,80.0,23.0,45.0,1300.0,-15.9,2.7,2.0
45.0,74.0,23.0,37.0,1200.0,-15.3,1.6,2.0
58.0,95.0,36.0,58.0,1700.0,-15.0,1.4,3.0
58.0,104.0,38.0,79.0,1600.0,-14.2,0.8,3.0
74.0,124.0,56.0,102.0,2200.0,-13.0,0.2,3.0
82.0,128.0,58.0,102.0,2300.0,-12.6,1.2,3.0
80.0,130.0,51.0,94.0,2000.0,-11.9,0.7,3.0
65.0,111.0,56.0,86.0,2200.0,-10.8,0.2,3.0
50.0,83.0,50.0,81.0,2100.0,-11.5,1.6,2.0
59.0,98.0,47.0,83.0,2100.0,-10.9,1.8,3.0
69.0,103.0,34.0,75.0,1800.0,-9.9,2.2,3.0
64.0,94.0,17.0,71.0,1700.0,-10.6,1.3,3.0
66.0,88.0,23.0,75.0,2100.0,-10.6,1.1,3.0
76.0,102.0,36.0,79.0,2200.0,-10.1,1.0,3.0
82.0,115.0,49.0,83.0,2500.0,-11.1,1.0,3.0
81.0,107.0,44.0,84.0,2900.0,-11.4,1.3,3.0
78.0,105.0,42.0,82.0,2800.0,-10.8,1.1,3.0
77.0,110.0,45.0,82.0,2800.0,-11.0,1.1,3.0
80.0,127.0,46.0,82.0,2900.0,-9.9,1.5,3.0
81.0,121.0,56.0,80.0,2500.0,-8.5,1.6,3.0
87.0,130.0,59.0,79.0,2500.0,-7.9,2.1,3.0
99.0,136.0,65.0,86.0,2500.0,-7.8,1.6,3.0
88.0,112.0,62.0,71.0,2000.0,-9.0,1.7,3.0
75.0,94.0,62.0,54.0,1700.0,-9.4,1.5,3.0
70.0,94.0,60.0,52.0,1600.0,-8.9,1.4,3.0
76.0,94.0,62.0,55.0,1500.0,-8.9,0.9,3.0
78.0,102.0,65.0,77.0,1600.0,-9.6,0.9,3.0
83.0,114.0,57.0,95.0,1800.0,-7.9,0.6,3.0
83.0,106.0,68.0,95.0,1600.0,-8.2,0.8,3.0
80.0,104.0,65.0,96.0,1600.0,-7.0,0.4,3.0
88.0,122.0,48.0,96.0,1900.0,-7.7,0.7,3.0
89.0,119.0,54.0,98.0,2200.0,-7.3,0.5,3.0
90.0,107.0,67.0,95.0,2300.0,-10.2,2.3,3.0
46.0,52.0,34.0,67.0,1400.0,-12.5,3.2,2.0
14.0,23.0,16.0,38.0,700.0,-12.5,4.9,1.0
10.0,20.0,18.0,28.0,700.0,-11.4,2.8,1.0
12.0,18.0,25.0,22.0,700.0,-11.9,2.1,1.0
12.0,17.0,29.0,23.0,700.0,-11.5,3.4,1.0
12.0,16.0,24.0,20.0,700.0,-12.1,2.4,1.0
12.0,17.0,22.0,21.0,700.0,-12.4,2.8,1.0
12.0,23.0,22.0,17.0,700.0,-12.4,3.2,1.0
13.0,20.0,23.0,24.0,700.0,-13.0,3.1,1.0
14.0,23.0,19.0,30.0,800.0,-13.1,3.4,1.0
16.0,25.0,17.0,20.0,800.0,-13.3,3.7,1.0
13.0,23.0,20.0,16.0,700.0,-15.2,4.0,1.0
14.0,17.0,20.0,11.0,700.0,-15.9,4.4,1.0
14.0,14.0,18.0,11.0,600.0,-17.4,4.2,1.0
7.0,7.0,13.0,8.0,600.0,-18.1,4.2,0.0
9.0,9.0,10.0,6.0,600.0,-17.3,2.5,0.0
7.0,7.0,10.0,6.0,600.0,-18.8,2.7,0.0
9.0,12.0,11.0,12.0,600.0,-16.8,1.9,0.0
12.0,17.0,8.0,23.0,700.0,-15.2,0.8,1.0
18.0,23.0,12.0,53.0,900.0,-13.9,0.7,1.0
24.0,30.0,22.0,76.0,1100.0,-14.8,0.5,1.0
28.0,46.0,32.0,80.0,1400.0,-12.2,0.2,1.0
46.0,75.0,37.0,86.0,1900.0,-13.8,0.1,2.0
37.0,56.0,28.0,82.0,1900.0,-13.4,0.6,2.0
38.0,62.0,24.0,81.0,1600.0,-11.1,0.2,2.0
27.0,51.0,21.0,77.0,1600.0,-12.5,0.7,1.0
48.0,48.0,37.0,75.0,1700.0,-13.4,0.8,2.0
32.0,32.0,19.0,61.0,1200.0,-12.9,0.4,1.0
28.0,28.0,16.0,53.0,1200.0,-13.1,1.2,1.0
35.0,35.0,22.0,59.0,1400.0,-14.2,1.4,1.0
22.0,22.0,18.0,46.0,1100.0,-13.2,1.2,1.0
29.0,32.0,24.0,56.0,1400.0,-15.3,1.1,1.0
44.0,72.0,31.0,61.0,1800.0,-15.0,0.7,2.0
90.0,135.0,39.0,68.0,2700.0,-15.6,1.7,3.0
108.0,155.0,56.0,87.0,3000.0,-14.0,1.2,3.0
142.0,190.0,62.0,103.0,3200.0,-13.5,1.2,4.0
125.0,142.0,52.0,90.0,2400.0,-13.4,1.4,3.0
103.0,118.0,47.0,87.0,2200.0,-14.7,0.8,3.0
112.0,136.0,49.0,107.0,2500.0,-15.0,1.5,3.0
128.0,154.0,47.0,117.0,2500.0,-15.6,3.5,4.0
86.0,101.0,36.0,61.0,1500.0,-14.5,1.4,3.0
100.0,149.0,48.0,64.0,1700.0,-12.9,1.4,3.0
172.0,247.0,81.0,98.0,2400.0,-11.0,0.7,4.0
196.0,263.0,81.0,118.0,2700.0,-9.0,1.9,4.0
165.0,213.0,62.0,108.0,2400.0,-9.9,0.7,4.0
169.0,217.0,53.0,108.0,2500.0,-10.4,0.5,4.0
176.0,236.0,59.0,113.0,3100.0,-11.7,1.3,4.0
211.0,257.0,75.0,143.0,4500.0,-11.3,1.3,4.0
218.0,276.0,85.0,140.0,4700.0,-12.7,1.2,4.0
237.0,282.0,88.0,130.0,4500.0,-13.4,1.0,5.0
221.0,257.0,81.0,126.0,4200.0,-11.8,1.7,4.0
196.0,228.0,78.0,120.0,3900.0,-13.2,1.2,4.0
184.0,214.0,69.0,116.0,3700.0,-13.1,1.2,4.0
157.0,176.0,68.0,122.0,3700.0,-12.9,1.2,4.0
160.0,186.0,62.0,120.0,3800.0,-12.7,0.9,4.0
162.0,194.0,48.0,119.0,4000.0,-11.9,0.2,4.0
167.0,198.0,53.0,122.0,4000.0,-10.7,0.3,4.0
172.0,208.0,65.0,113.0,3900.0,-12.0,1.3,4.0
169.0,199.0,73.0,102.0,3500.0,-10.2,2.4,4.0
162.0,197.0,67.0,89.0,2900.0,-10.5,1.3,4.0
176.0,208.0,69.0,101.0,3000.0,-12.1,0.4,4.0
182.0,202.0,68.0,105.0,2900.0,-13.4,0.1,4.0
183.0,200.0,72.0,114.0,3000.0,-13.4,0.9,4.0
170.0,183.0,83.0,119.0,3000.0,-12.8,1.5,4.0
157.0,170.0,85.0,124.0,3000.0,-11.7,1.2,4.0
180.0,207.0,73.0,138.0,3300.0,-11.6,0.7,4.0
181.0,206.0,72.0,139.0,3300.0,-10.5,1.8,4.0
209.0,251.0,74.0,138.0,3400.0,-9.6,0.7,4.0
205.0,244.0,59.0,132.0,3500.0,-8.2,0.1,4.0
206.0,244.0,50.0,131.0,3800.0,-10.2,0.3,4.0
202.0,242.0,49.0,135.0,4300.0,-9.2,0.7,4.0
210.0,265.0,46.0,134.0,4300.0,-8.1,1.7,4.0
232.0,267.0,73.0,148.0,4900.0,-8.7,1.6,5.0
186.0,186.0,74.0,111.0,3200.0,-10.2,0.4,4.0
114.0,114.0,44.0,85.0,2300.0,-9.4,0.9,3.0
63.0,63.0,26.0,57.0,1500.0,-9.4,0.8,3.0
47.0,47.0,27.0,62.0,1500.0,-9.4,0.9,2.0
47.0,47.0,28.0,67.0,1400.0,-10.8,0.8,2.0
39.0,39.0,26.0,66.0,1400.0,-10.4,0.3,2.0
30.0,30.0,21.0,71.0,1200.0,-10.4,0.6,1.0
23.0,30.0,21.0,74.0,1100.0,-10.6,0.4,1.0
64.0,142.0,34.0,62.0,1500.0,-6.8,0.6,3.0
76.0,120.0,37.0,57.0,1500.0,-7.0,2.0,3.0
86.0,120.0,40.0,64.0,1800.0,-7.8,3.0,3.0
88.0,108.0,45.0,63.0,2100.0,-9.0,2.5,3.0
86.0,91.0,47.0,58.0,2000.0,-11.4,1.9,3.0
86.0,103.0,47.0,61.0,2000.0,-11.4,1.7,3.0
86.0,97.0,34.0,56.0,1800.0,-11.7,1.4,3.0
81.0,97.0,28.0,60.0,1800.0,-11.0,1.2,3.0
78.0,89.0,28.0,68.0,1900.0,-10.3,1.0,3.0
82.0,110.0,41.0,82.0,2400.0,-8.1,1.3,3.0
78.0,106.0,34.0,83.0,2200.0,-6.8,1.5,3.0
75.0,98.0,28.0,80.0,2000.0,-3.7,1.5,3.0
71.0,86.0,20.0,77.0,1900.0,-2.1,0.8,3.0
80.0,89.0,16.0,74.0,1800.0,-2.1,1.1,3.0
77.0,77.0,14.0,61.0,1600.0,-2.1,1.3,3.0
83.0,83.0,13.0,58.0,1600.0,-2.2,1.7,3.0
80.0,80.0,12.0,54.0,1500.0,-2.4,1.5,3.0
79.0,79.0,12.0,50.0,1400.0,-2.5,1.0,3.0
74.0,74.0,13.0,51.0,1300.0,-3.5,1.1,3.0
73.0,73.0,12.0,48.0,1300.0,-2.7,0.9,3.0
66.0,66.0,13.0,34.0,1200.0,-2.9,1.4,3.0
68.0,68.0,14.0,33.0,1100.0,-3.2,1.7,3.0
67.0,67.0,13.0,49.0,1300.0,-2.9,1.1,3.0
74.0,74.0,13.0,50.0,1400.0,-2.9,1.3,3.0
84.0,84.0,14.0,50.0,1400.0,-3.2,1.6,3.0
84.0,84.0,19.0,44.0,1400.0,-3.5,1.9,3.0
88.0,88.0,24.0,44.0,1400.0,-3.5,1.9,3.0
90.0,90.0,25.0,34.0,1400.0,-4.2,1.7,3.0
105.0,109.0,24.0,47.0,1600.0,-4.7,2.3,3.0
117.0,117.0,26.0,52.0,1600.0,-4.5,1.5,3.0
115.0,115.0,26.0,52.0,1500.0,-4.5,1.7,3.0
119.0,119.0,27.0,56.0,1500.0,-4.9,1.4,3.0
123.0,124.0,25.0,64.0,1600.0,-3.8,2.1,3.0
149.0,174.0,19.0,75.0,1900.0,-3.9,2.7,4.0
169.0,189.0,18.0,76.0,2100.0,-3.5,2.0,4.0
166.0,177.0,15.0,68.0,2100.0,-3.7,1.5,4.0
160.0,172.0,15.0,65.0,2000.0,-3.7,2.3,4.0
164.0,164.0,22.0,65.0,2000.0,-3.8,1.0,4.0
171.0,184.0,18.0,62.0,2200.0,-6.0,1.2,4.0
188.0,199.0,19.0,63.0,2300.0,-5.5,0.6,4.0
191.0,197.0,16.0,62.0,2500.0,-5.3,0.9,4.0
188.0,193.0,15.0,67.0,3000.0,-5.3,1.2,4.0
192.0,213.0,15.0,72.0,3500.0,-6.4,0.7,4.0
218.0,224.0,19.0,76.0,4200.0,-5.0,1.3,4.0
185.0,185.0,15.0,71.0,3400.0,-5.8,0.6,4.0
200.0,208.0,11.0,66.0,3600.0,-5.5,1.5,4.0
169.0,170.0,10.0,61.0,3000.0,-3.7,1.3,4.0
184.0,194.0,11.0,64.0,3400.0,-3.9,3.3,4.0
126.0,126.0,28.0,68.0,2400.0,-8.1,3.5,4.0
42.0,42.0,29.0,41.0,1200.0,-9.6,3.4,2.0
20.0,32.0,21.0,21.0,800.0,-12.0,4.4,1.0
16.0,16.0,14.0,14.0,800.0,-13.8,3.5,1.0
9.0,9.0,2.0,5.0,700.0,-14.7,3.9,0.0
6.0,6.0,2.0,4.0,700.0,-17.3,2.4,0.0
9.0,9.0,2.0,4.0,700.0,-20.4,2.9,0.0
8.0,8.0,2.0,4.0,700.0,-19.1,4.1,0.0
6.0,6.0,2.0,6.0,700.0,-22.8,1.3,0.0
7.0,10.0,3.0,8.0,700.0,-22.8,2.4,0.0
6.0,7.0,2.0,8.0,700.0,-22.2,2.2,0.0
6.0,7.0,2.0,8.0,700.0,-20.6,3.0,0.0
8.0,8.0,4.0,8.0,700.0,-20.6,4.7,0.0
11.0,11.0,5.0,13.0,700.0,-20.9,3.9,1.0
9.0,18.0,5.0,13.0,600.0,-22.6,1.9,0.0
8.0,11.0,4.0,9.0,600.0,-22.5,1.9,0.0
6.0,10.0,6.0,5.0,600.0,-22.0,2.6,0.0
10.0,10.0,14.0,8.0,700.0,-22.0,3.3,1.0
7.0,7.0,16.0,5.0,700.0,-21.6,3.6,0.0
8.0,8.0,20.0,7.0,700.0,-22.1,1.8,0.0
10.0,10.0,21.0,7.0,700.0,-22.1,2.9,1.0
10.0,10.0,21.0,7.0,700.0,-21.7,2.9,1.0
9.0,10.0,23.0,14.0,800.0,-21.0,1.2,0.0
9.0,10.0,23.0,14.0,800.0,-21.7,1.8,0.0
14.0,14.0,16.0,44.0,1000.0,-22.5,3.2,1.0
18.0,26.0,16.0,35.0,1000.0,-22.6,3.1,1.0
11.0,11.0,17.0,13.0,800.0,-22.6,4.0,1.0
8.0,8.0,10.0,5.0,700.0,-22.8,4.6,0.0
11.0,11.0,8.0,5.0,600.0,-22.1,3.2,1.0
11.0,11.0,8.0,5.0,700.0,-22.8,2.2,1.0
8.0,8.0,9.0,6.0,600.0,-22.8,4.1,0.0
8.0,9.0,10.0,6.0,600.0,-23.6,2.7,0.0
11.0,11.0,11.0,13.0,700.0,-22.0,2.3,1.0
18.0,24.0,12.0,51.0,900.0,-20.9,1.2,1.0
20.0,33.0,11.0,74.0,1200.0,-21.3,0.4,1.0
35.0,48.0,23.0,76.0,1300.0,-19.3,0.4,1.0
36.0,48.0,31.0,76.0,1600.0,-16.7,0.6,2.0
40.0,52.0,36.0,73.0,1600.0,-21.0,0.6,2.0
28.0,38.0,24.0,74.0,1600.0,-17.4,0.3,1.0
32.0,37.0,22.0,77.0,1700.0,-16.1,0.2,1.0
25.0,26.0,20.0,72.0,1300.0,-18.8,1.8,1.0
21.0,21.0,17.0,59.0,1100.0,-20.3,1.8,1.0
21.0,21.0,19.0,33.0,1000.0,-20.3,1.1,1.0
14.0,14.0,16.0,23.0,900.0,-19.9,0.9,1.0
8.0,8.0,12.0,18.0,800.0,-20.7,1.9,0.0
8.0,8.0,11.0,29.0,800.0,-20.3,1.2,0.0
8.0,8.0,11.0,40.0,900.0,-20.3,2.2,0.0
10.0,19.0,14.0,55.0,1000.0,-20.7,1.8,1.0
19.0,24.0,16.0,43.0,1000.0,-19.5,1.3,1.0
16.0,16.0,13.0,21.0,800.0,-20.6,2.9,1.0
13.0,13.0,8.0,24.0,800.0,-20.9,1.5,1.0
14.0,14.0,5.0,28.0,800.0,-20.7,1.0,1.0
20.0,20.0,7.0,29.0,800.0,-19.9,2.2,1.0
26.0,27.0,11.0,40.0,900.0,-20.1,1.7,1.0
33.0,36.0,16.0,50.0,1100.0,-20.1,1.6,1.0
35.0,44.0,18.0,60.0,1200.0,-19.8,2.0,1.0
38.0,48.0,19.0,59.0,1200.0,-20.3,1.9,2.0
39.0,52.0,22.0,59.0,1300.0,-19.8,2.9,2.0
39.0,59.0,24.0,71.0,1500.0,-19.2,1.7,2.0
34.0,62.0,25.0,70.0,1500.0,-18.7,1.9,1.0
58.0,66.0,27.0,68.0,1600.0,-18.7,1.4,3.0
73.0,92.0,42.0,81.0,2000.0,-17.7,1.4,3.0
98.0,110.0,50.0,92.0,2200.0,-16.8,0.8,3.0
108.0,116.0,52.0,89.0,2200.0,-15.6,1.0,3.0
126.0,153.0,58.0,77.0,2100.0,-15.1,0.7,4.0
103.0,116.0,33.0,46.0,1500.0,-14.9,1.5,3.0
90.0,122.0,28.0,38.0,1400.0,-9.4,1.3,3.0
89.0,111.0,13.0,39.0,1400.0,-6.7,1.4,3.0
83.0,83.0,14.0,40.0,1400.0,-7.9,1.6,3.0
79.0,80.0,16.0,46.0,1400.0,-7.1,1.7,3.0
80.0,85.0,18.0,58.0,1500.0,-7.1,1.9,3.0
75.0,84.0,22.0,59.0,1600.0,-7.1,0.5,3.0
84.0,90.0,32.0,59.0,1700.0,-7.6,2.2,3.0
95.0,106.0,32.0,62.0,1900.0,-7.3,1.7,3.0
88.0,88.0,39.0,59.0,1800.0,-12.9,0.9,3.0
56.0,56.0,27.0,34.0,1300.0,-18.9,4.9,3.0
14.0,14.0,10.0,4.0,700.0,-18.9,3.1,1.0
11.0,14.0,8.0,3.0,600.0,-19.6,3.1,1.0
9.0,16.0,8.0,4.0,600.0,-20.4,4.2,0.0
9.0,12.0,8.0,4.0,600.0,-19.1,3.0,0.0
8.0,14.0,9.0,11.0,700.0,-19.3,4.1,0.0
11.0,23.0,15.0,20.0,700.0,-19.5,3.3,1.0
12.0,26.0,9.0,22.0,800.0,-19.2,2.2,1.0
14.0,20.0,8.0,28.0,800.0,-18.7,2.1,1.0
13.0,13.0,5.0,20.0,800.0,-19.1,2.8,1.0
8.0,8.0,6.0,14.0,700.0,-19.9,2.7,0.0
7.0,7.0,5.0,9.0,700.0,-19.5,2.7,0.0
6.0,6.0,2.0,6.0,700.0,-20.7,2.4,0.0
8.0,8.0,6.0,14.0,800.0,-19.9,2.0,0.0
9.0,14.0,10.0,14.0,800.0,-20.3,1.7,0.0
11.0,11.0,18.0,15.0,700.0,-20.3,2.5,1.0
11.0,19.0,24.0,21.0,800.0,-20.7,1.9,1.0
11.0,16.0,30.0,20.0,800.0,-20.8,0.7,1.0
9.0,12.0,24.0,28.0,800.0,-20.6,1.0,0.0
9.0,14.0,14.0,32.0,800.0,-20.7,2.1,0.0
13.0,19.0,19.0,25.0,800.0,-20.7,2.1,1.0
13.0,21.0,25.0,16.0,800.0,-20.1,2.2,1.0
14.0,18.0,19.0,11.0,800.0,-20.9,3.1,1.0
14.0,18.0,19.0,11.0,800.0,-21.4,2.1,1.0
14.0,18.0,9.0,10.0,600.0,-21.7,4.3,1.0
14.0,18.0,5.0,8.0,400.0,-23.7,3.2,1.0
14.0,18.0,12.0,10.0,500.0,-22.8,3.3,1.0
7.0,71.0,14.0,9.0,300.0,-23.7,3.9,1.0
9.0,52.0,15.0,13.0,300.0,-22.8,2.2,0.0
10.0,46.0,17.0,22.0,400.0,-22.8,1.4,1.0
14.0,50.0,24.0,33.0,500.0,-22.8,1.4,1.0
22.0,58.0,30.0,54.0,700.0,-22.4,0.3,1.0
16.0,44.0,18.0,36.0,500.0,-22.0,1.3,1.0
11.0,30.0,13.0,23.0,300.0,-22.6,0.7,1.0
12.0,26.0,16.0,34.0,300.0,-21.5,1.3,1.0
9.0,22.0,14.0,33.0,300.0,-22.6,2.0,0.0
11.0,30.0,22.0,35.0,500.0,-24.3,2.4,1.0
14.0,29.0,12.0,30.0,600.0,-22.0,1.0,1.0
13.0,30.0,14.0,28.0,600.0,-22.0,1.5,1.0
16.0,28.0,29.0,30.0,700.0,-21.8,0.8,1.0
9.0,26.0,9.0,32.0,600.0,-22.8,2.6,0.0
11.0,24.0,9.0,30.0,600.0,-22.2,1.7,1.0
11.0,24.0,14.0,43.0,700.0,-22.1,0.9,1.0
12.0,27.0,19.0,54.0,800.0,-21.7,1.4,1.0
16.0,33.0,17.0,37.0,700.0,-22.0,1.0,1.0
22.0,39.0,16.0,35.0,900.0,-22.0,2.0,1.0
24.0,40.0,24.0,33.0,800.0,-21.6,2.0,1.0
19.0,33.0,29.0,24.0,700.0,-22.0,1.9,1.0
24.0,29.0,24.0,22.0,700.0,-22.8,1.7,1.0
13.0,17.0,16.0,16.0,500.0,-23.9,1.4,1.0
13.0,17.0,14.0,15.0,500.0,-23.9,0.8,1.0
10.0,20.0,12.0,20.0,400.0,-23.9,0.9,1.0
12.0,22.0,11.0,34.0,600.0,-22.0,3.0,1.0
23.0,50.0,15.0,61.0,800.0,-21.4,2.2,1.0
45.0,81.0,25.0,70.0,1100.0,-19.2,1.8,2.0
67.0,100.0,28.0,70.0,1200.0,-19.6,1.5,3.0
88.0,119.0,36.0,84.0,1600.0,-19.9,1.3,3.0
103.0,129.0,38.0,93.0,1800.0,-19.0,0.2,3.0
109.0,128.0,43.0,100.0,2000.0,-16.4,1.0,3.0
97.0,122.0,46.0,94.0,2300.0,-14.4,0.5,3.0
85.0,123.0,77.0,91.0,2900.0,-15.2,0.8,3.0
103.0,149.0,92.0,89.0,3300.0,-14.8,0.8,3.0
96.0,114.0,59.0,75.0,2700.0,-16.9,0.0,3.0
41.0,48.0,30.0,59.0,1400.0,-16.1,0.3,2.0
32.0,35.0,25.0,58.0,1300.0,-15.9,0.7,1.0
38.0,41.0,30.0,59.0,1300.0,-15.5,0.4,2.0
30.0,35.0,29.0,59.0,1200.0,-14.6,0.4,1.0
44.0,70.0,58.0,64.0,1600.0,-17.7,1.9,2.0
45.0,76.0,54.0,62.0,1900.0,-20.3,1.2,2.0
32.0,50.0,25.0,49.0,1200.0,-19.9,1.7,1.0
30.0,48.0,27.0,42.0,1000.0,-20.3,1.1,1.0
42.0,58.0,37.0,51.0,1200.0,-20.1,1.1,2.0
45.0,58.0,35.0,56.0,1300.0,-20.4,1.2,2.0
35.0,48.0,24.0,56.0,1100.0,-20.4,1.4,1.0
40.0,46.0,21.0,56.0,1000.0,-19.6,2.2,2.0
49.0,67.0,30.0,63.0,1200.0,-19.1,1.0,2.0
85.0,110.0,50.0,76.0,1500.0,-16.7,1.3,3.0
99.0,133.0,54.0,93.0,1800.0,-16.0,1.6,3.0
120.0,158.0,75.0,107.0,2500.0,-15.3,1.2,3.0
114.0,146.0,83.0,101.0,2600.0,-14.1,0.8,3.0
114.0,139.0,74.0,100.0,2400.0,-15.3,0.0,3.0
117.0,147.0,78.0,102.0,2700.0,-16.2,0.8,3.0
125.0,153.0,85.0,102.0,2800.0,-17.2,0.3,3.0
130.0,150.0,79.0,101.0,2900.0,-17.7,0.4,4.0
138.0,178.0,76.0,104.0,4100.0,-14.6,0.5,4.0
203.0,244.0,130.0,113.0,5800.0,-17.6,1.2,4.0
213.0,251.0,119.0,103.0,5800.0,-17.6,1.2,4.0
198.0,226.0,101.0,98.0,5500.0,-17.9,1.3,4.0
164.0,178.0,76.0,83.0,4200.0,-16.8,1.1,4.0
116.0,124.0,67.0,78.0,3400.0,-17.8,1.3,3.0
87.0,100.0,66.0,79.0,2900.0,-17.4,1.3,3.0
66.0,74.0,45.0,70.0,1900.0,-17.4,1.0,3.0
66.0,79.0,47.0,67.0,1900.0,-17.9,1.1,3.0
66.0,66.0,47.0,67.0,1900.0,-17.3,1.1,3.0
76.0,96.0,41.0,67.0,1700.0,-16.9,1.2,3.0
89.0,105.0,47.0,67.0,1800.0,-17.5,1.2,3.0
112.0,130.0,60.0,93.0,2000.0,-17.0,1.9,3.0
123.0,138.0,63.0,99.0,2200.0,-16.7,0.8,3.0
132.0,142.0,69.0,110.0,2400.0,-17.3,0.8,4.0
138.0,153.0,74.0,127.0,2600.0,-16.2,1.5,4.0
153.0,177.0,83.0,142.0,3000.0,-15.2,0.9,4.0
164.0,193.0,87.0,148.0,3100.0,-15.1,0.9,4.0
173.0,203.0,90.0,152.0,3200.0,-13.9,1.2,4.0
172.0,197.0,84.0,141.0,3000.0,-10.5,2.8,4.0
134.0,157.0,73.0,83.0,1800.0,-5.9,3.3,4.0
109.0,109.0,42.0,61.0,1400.0,-2.7,2.4,3.0
115.0,115.0,34.0,77.0,1600.0,-2.9,1.6,3.0
116.0,116.0,36.0,84.0,1600.0,-3.8,1.1,3.0
123.0,123.0,38.0,90.0,1800.0,-4.2,0.0,3.0
132.0,132.0,35.0,100.0,1900.0,-3.7,0.0,4.0
138.0,138.0,41.0,106.0,2300.0,-4.3,0.6,4.0
151.0,151.0,38.0,108.0,3200.0,-6.8,0.5,4.0
154.0,154.0,30.0,105.0,3100.0,-6.4,0.0,4.0
157.0,157.0,35.0,110.0,3400.0,-7.8,0.4,4.0
168.0,173.0,41.0,113.0,3700.0,-9.1,0.7,4.0
195.0,197.0,48.0,119.0,4300.0,-9.1,0.8,4.0
197.0,206.0,54.0,125.0,5100.0,-7.9,0.7,4.0
213.0,239.0,86.0,142.0,5600.0,-6.8,0.8,4.0
200.0,218.0,108.0,130.0,4200.0,-9.0,1.3,4.0
184.0,197.0,98.0,129.0,3600.0,-10.7,3.9,4.0
103.0,103.0,54.0,59.0,1700.0,-11.2,3.2,3.0
56.0,56.0,36.0,22.0,900.0,-11.4,3.7,3.0
56.0,56.0,32.0,23.0,900.0,-11.9,4.5,3.0
50.0,55.0,26.0,23.0,800.0,-13.0,1.7,2.0
38.0,41.0,21.0,24.0,700.0,-15.8,2.5,2.0
23.0,33.0,20.0,28.0,600.0,-18.0,4.4,1.0
18.0,26.0,19.0,40.0,600.0,-17.4,3.1,1.0
15.0,29.0,11.0,36.0,600.0,-17.0,1.8,1.0
13.0,35.0,10.0,39.0,700.0,-16.7,2.4,1.0
12.0,42.0,14.0,27.0,500.0,-16.2,4.0,1.0
15.0,62.0,14.0,26.0,500.0,-16.9,6.2,1.0
12.0,75.0,11.0,26.0,400.0,-16.4,2.3,1.0
12.0,49.0,10.0,26.0,400.0,-16.0,1.9,1.0
10.0,42.0,14.0,24.0,400.0,-16.0,3.1,1.0
13.0,32.0,18.0,34.0,500.0,-16.4,2.4,1.0
12.0,29.0,21.0,29.0,500.0,-15.6,2.7,1.0
10.0,39.0,17.0,16.0,400.0,-16.0,2.3,1.0
10.0,21.0,21.0,18.0,400.0,-16.5,2.7,1.0
7.0,19.0,18.0,16.0,400.0,-16.9,3.8,0.0
